Video ID,Start,Duration,Text
CcpmD5J8xOk,1263.539,4.2,your names at the end of these videos
CcpmD5J8xOk,1265.159,4.321,anyway that's it for today's video and
CcpmD5J8xOk,1267.739,4.581,I'll see you in the next one have an
CcpmD5J8xOk,1269.48,2.84,awesome rest of the week
CcpmD5J8xOk,1277.08,10.219,[Music]
CcpmD5J8xOk,1303.06,9.909,[Music]
CcpmD5J8xOk,1322.42,4.899,[Music]
CcpmD5J8xOk,1333.98,10.099,[Music]
CcpmD5J8xOk,1369.09,17.869,[Music]
CcpmD5J8xOk,1390.21,3.099,[Music]
CcpmD5J8xOk,1396.49,9.83,[Music]
CcpmD5J8xOk,1413.8,8.39,[Music]
CcpmD5J8xOk,1436.89,3.459,[Music]
CcpmD5J8xOk,1471.94,2.06,you
k5S62lVAuy8,0.24,3.199,are you gonna toss a coin to your
k5S62lVAuy8,1.52,4.319,witcher season two of the netflix
k5S62lVAuy8,3.439,3.611,fantasy adventure is just about here is
k5S62lVAuy8,5.839,3.661,it gonna be on your binge list
k5S62lVAuy8,7.05,5.479,[Music]
k5S62lVAuy8,9.5,3.029,[Applause]
k5S62lVAuy8,12.799,3.841,convinced jennifer's life was lost at
k5S62lVAuy8,14.719,3.921,the battle of sodom geralt brings
k5S62lVAuy8,16.64,4.399,princess cirilla to the safest place he
k5S62lVAuy8,18.64,4.719,knows his childhood home of caramorn
k5S62lVAuy8,21.039,4.48,while the continents kings elves humans
k5S62lVAuy8,23.359,4.321,and demons strive for supremacy outside
k5S62lVAuy8,25.519,4.16,its walls he must protect the girl from
k5S62lVAuy8,27.68,3.2,something far more dangerous so just
k5S62lVAuy8,29.679,2.961,like with the first season of the
k5S62lVAuy8,30.88,3.359,witcher i've still never played the
k5S62lVAuy8,32.64,3.28,games that this is based on nor have i
k5S62lVAuy8,34.239,3.201,read any of the books so i can't say how
k5S62lVAuy8,35.92,3.44,closely or not this sticks to the
k5S62lVAuy8,37.44,3.84,material that inspires it while season
k5S62lVAuy8,39.36,4.0,one had the crazy timelines for its
k5S62lVAuy8,41.28,3.68,storytelling this one is all on one
k5S62lVAuy8,43.36,3.6,timeline but there are still several
k5S62lVAuy8,44.96,4.0,story arcs that we bounce around to
k5S62lVAuy8,46.96,3.52,follow each work together to build out
k5S62lVAuy8,48.96,3.52,the world and that's where we see a lot
k5S62lVAuy8,50.48,4.239,of the political scheming coming into
k5S62lVAuy8,52.48,4.239,play but we also get to spend a great
k5S62lVAuy8,54.719,4.0,deal of time at caremoren and then
k5S62lVAuy8,56.719,3.921,traveling through the lands as yennefer
k5S62lVAuy8,58.719,3.921,is trying to make her way to find geralt
k5S62lVAuy8,60.64,4.08,the political scheming was enjoyable as
k5S62lVAuy8,62.64,4.479,we watch the elves and humans engage in
k5S62lVAuy8,64.72,4.8,a lot of strife and then arguments all
k5S62lVAuy8,67.119,4.32,surrounding trust and power the themes
k5S62lVAuy8,69.52,4.16,that are examined in this segment even
k5S62lVAuy8,71.439,4.481,hold relevance in today's world as
k5S62lVAuy8,73.68,4.799,powers vie for control and use
k5S62lVAuy8,75.92,4.72,misdirection doubt and gaslighting to
k5S62lVAuy8,78.479,4.0,propel their own plans forward one of
k5S62lVAuy8,80.64,4.08,the main focuses of the season is on
k5S62lVAuy8,82.479,4.561,geralt and siri and i really love the
k5S62lVAuy8,84.72,4.719,relationship and the dynamic between
k5S62lVAuy8,87.04,4.32,them it's caring but it's also tough and
k5S62lVAuy8,89.439,4.161,they work well together and i especially
k5S62lVAuy8,91.36,3.759,like how we're watching siri come into
k5S62lVAuy8,93.6,3.92,our own and not just want to be this
k5S62lVAuy8,95.119,4.64,helpless person who relies on her status
k5S62lVAuy8,97.52,4.08,or her lineage but someone who can fight
k5S62lVAuy8,99.759,4.481,and defend themselves but then that
k5S62lVAuy8,101.6,4.799,contrasts with what geralt knows comes
k5S62lVAuy8,104.24,4.08,from a life of battle it's great to
k5S62lVAuy8,106.399,4.241,watch their growth together as they both
k5S62lVAuy8,108.32,4.479,navigate the relationship where siri can
k5S62lVAuy8,110.64,4.24,learn and become a warrior but daryl
k5S62lVAuy8,112.799,3.841,guides and ultimately has to trust her
k5S62lVAuy8,114.88,3.919,and geralt is like this reluctant father
k5S62lVAuy8,116.64,3.92,who values his responsibility but is
k5S62lVAuy8,118.799,3.841,also torn at what the right direction
k5S62lVAuy8,120.56,4.48,truly is and then we still get to see
k5S62lVAuy8,122.64,4.159,some of the wordless grunts from him
k5S62lVAuy8,125.04,3.76,just to show his displeasure or his
k5S62lVAuy8,126.799,4.401,frustration and i love these because
k5S62lVAuy8,128.8,4.56,they speak so much without words and
k5S62lVAuy8,131.2,4.0,siri's journey is great to watch i found
k5S62lVAuy8,133.36,3.519,her storyline the most engaging and
k5S62lVAuy8,135.2,3.92,intriguing especially as we watch this
k5S62lVAuy8,136.879,4.161,young woman try to find where she fits
k5S62lVAuy8,139.12,4.72,in the world and she reminded me a bit
k5S62lVAuy8,141.04,4.72,of arya stark with just her ferocity and
k5S62lVAuy8,143.84,3.92,then her pursuit of growth there's also
k5S62lVAuy8,145.76,3.76,a ton of mystery surrounding siri and
k5S62lVAuy8,147.76,4.479,the memories or these visions that she
k5S62lVAuy8,149.52,4.799,sees they're vivid but also vague to
k5S62lVAuy8,152.239,4.161,help eek out the details just little by
k5S62lVAuy8,154.319,3.841,little but not in some frustrating way i
k5S62lVAuy8,156.4,4.16,mean there's just enough info that's
k5S62lVAuy8,158.16,4.4,given to keep moving the story forward
k5S62lVAuy8,160.56,3.6,but enough that's held back to keep us
k5S62lVAuy8,162.56,2.959,wanting more now as i mentioned there
k5S62lVAuy8,164.16,2.64,are a few story lines that we're
k5S62lVAuy8,165.519,3.44,following even though they're all
k5S62lVAuy8,166.8,3.92,happening on the same timeline and one
k5S62lVAuy8,168.959,3.681,of the largest is the witcher castle or
k5S62lVAuy8,170.72,3.599,the fortress like i had said caramora
k5S62lVAuy8,172.64,3.76,here we get to see a bunch of other
k5S62lVAuy8,174.319,3.92,witchers which is great to see geralt
k5S62lVAuy8,176.4,4.0,interact with them which just gives him
k5S62lVAuy8,178.239,4.72,more relatability because now he has a
k5S62lVAuy8,180.4,4.24,past and a history with people they rib
k5S62lVAuy8,182.959,4.161,each other share laughs but then they
k5S62lVAuy8,184.64,4.319,also relive memories and even battle
k5S62lVAuy8,187.12,3.6,together now i'm glad i had seen the
k5S62lVAuy8,188.959,3.681,animated movie the witcher nightmare of
k5S62lVAuy8,190.72,3.84,the wolf a few months ago because it
k5S62lVAuy8,192.64,3.92,filled in some of the world and the lore
k5S62lVAuy8,194.56,4.24,for me and it also introduced us to
k5S62lVAuy8,196.56,4.64,vesemir who then plays a fairly large
k5S62lVAuy8,198.8,4.4,role in part of this season i really
k5S62lVAuy8,201.2,4.399,enjoyed his storyline and the history
k5S62lVAuy8,203.2,4.8,and even tensions that he experiences
k5S62lVAuy8,205.599,4.72,with geralt and that relationship also
k5S62lVAuy8,208.0,4.239,helps to guide and influence geralt's
k5S62lVAuy8,210.319,4.081,relationship with siri now the creature
k5S62lVAuy8,212.239,4.321,designs are spectacular in the second
k5S62lVAuy8,214.4,4.08,season i mean they're all really unique
k5S62lVAuy8,216.56,3.679,and unsettling now i don't want to
k5S62lVAuy8,218.48,3.36,describe them to you so that you can be
k5S62lVAuy8,220.239,3.36,surprised when they appear but just
k5S62lVAuy8,221.84,4.72,suffice to say that they have
k5S62lVAuy8,223.599,5.36,characteristics that make them all wrong
k5S62lVAuy8,226.56,4.08,but oh so right now in addition to the
k5S62lVAuy8,228.959,4.081,storyline with geralt we're also
k5S62lVAuy8,230.64,4.72,watching jennifer try to make her way to
k5S62lVAuy8,233.04,4.32,find him after that crazy and bloody
k5S62lVAuy8,235.36,3.92,battle of sodom and her journey is
k5S62lVAuy8,237.36,3.92,mysterious trippy i mean it's
k5S62lVAuy8,239.28,3.92,frustrating even and then it's very
k5S62lVAuy8,241.28,3.76,entertaining she finds herself in
k5S62lVAuy8,243.2,4.56,several situations that are less than
k5S62lVAuy8,245.04,5.119,desirable but because of a complication
k5S62lVAuy8,247.76,4.0,she has to figure out new ways to adapt
k5S62lVAuy8,250.159,3.601,and i love what that meant for her
k5S62lVAuy8,251.76,4.08,character growth she's resourceful and
k5S62lVAuy8,253.76,4.4,even desperate at times which is a great
k5S62lVAuy8,255.84,4.239,motivator which then also adds wonderful
k5S62lVAuy8,258.16,4.08,drama to the story now one thing that
k5S62lVAuy8,260.079,4.961,was a bit odd to me was that after about
k5S62lVAuy8,262.24,4.72,episode three i think tasaya kind of
k5S62lVAuy8,265.04,3.84,just disappears from the story for a
k5S62lVAuy8,266.96,3.36,while and it's not weird that the
k5S62lVAuy8,268.88,3.12,narrative wouldn't put a great deal of
k5S62lVAuy8,270.32,3.599,focus on her because i mean with all the
k5S62lVAuy8,272.0,3.84,multiple storylines it's natural for
k5S62lVAuy8,273.919,4.401,some to take a back seat but the odd
k5S62lVAuy8,275.84,4.56,thing was how she and her arc were just
k5S62lVAuy8,278.32,3.84,noticeably absent for a while now in the
k5S62lVAuy8,280.4,4.0,screeners i got i only received the
k5S62lVAuy8,282.16,3.92,first six episodes so there are still
k5S62lVAuy8,284.4,3.68,two that i haven't seen as of this
k5S62lVAuy8,286.08,4.32,recording but the latter half of this
k5S62lVAuy8,288.08,4.16,season to me was much more captivating
k5S62lVAuy8,290.4,4.64,than the first half and it even began to
k5S62lVAuy8,292.24,5.36,feel this sense of urgency as something
k5S62lVAuy8,295.04,4.159,is building towards a big climax there's
k5S62lVAuy8,297.6,3.84,a lot of mystery involved with the
k5S62lVAuy8,299.199,4.161,visions and whispers and it was just
k5S62lVAuy8,301.44,4.56,sucking me in some of the action
k5S62lVAuy8,303.36,4.72,sequences are just bonkers in such a fun
k5S62lVAuy8,306.0,4.479,way as we get towards the finale in
k5S62lVAuy8,308.08,4.559,episode six there's this spectacular
k5S62lVAuy8,310.479,4.0,fight and the camera work is awesome the
k5S62lVAuy8,312.639,3.601,camera flies around the action so that
k5S62lVAuy8,314.479,4.321,we get to experience it from all sorts
k5S62lVAuy8,316.24,4.56,of angles which is then very engaging
k5S62lVAuy8,318.8,3.92,and the camera will also follow body
k5S62lVAuy8,320.8,4.08,movements which is another fun effect
k5S62lVAuy8,322.72,4.24,because it makes us sort of experience
k5S62lVAuy8,324.88,3.68,what the character is experiencing so if
k5S62lVAuy8,326.96,3.92,they are pounced on and they fall to
k5S62lVAuy8,328.56,4.479,their side the camera then follows them
k5S62lVAuy8,330.88,3.68,down and twists as their point of view
k5S62lVAuy8,333.039,3.521,changes and it's not just in that
k5S62lVAuy8,334.56,3.68,particular episode that we have a great
k5S62lVAuy8,336.56,3.359,battle with some good camera angles
k5S62lVAuy8,338.24,3.36,because there are multiple times that
k5S62lVAuy8,339.919,3.28,become exciting throughout the show this
k5S62lVAuy8,341.6,3.68,one just stood out to me more because it
k5S62lVAuy8,343.199,4.321,felt like a longer sequence and it was
k5S62lVAuy8,345.28,4.24,certainly more grand in scale now for me
k5S62lVAuy8,347.52,3.6,i enjoyed the second season a lot more
k5S62lVAuy8,349.52,2.8,than i did the first i think some of
k5S62lVAuy8,351.12,3.12,that had to do with just trying to
k5S62lVAuy8,352.32,4.319,figure out the whole world and then the
k5S62lVAuy8,354.24,4.48,the weird timelines and honestly if i
k5S62lVAuy8,356.639,3.68,were to go back and binge at all i mean
k5S62lVAuy8,358.72,3.919,maybe my enjoyment for that first season
k5S62lVAuy8,360.319,3.921,would increase more but i had a lot of
k5S62lVAuy8,362.639,3.601,fun with the second season the
k5S62lVAuy8,364.24,4.399,storytelling felt richer to me as well
k5S62lVAuy8,366.24,4.56,as more cohesive and i loved watching
k5S62lVAuy8,368.639,4.241,the political drama play out and all of
k5S62lVAuy8,370.8,4.56,the scheming and posturing that's taking
k5S62lVAuy8,372.88,4.56,place it feels real in some senses which
k5S62lVAuy8,375.36,3.679,is then kind of scary but i think truly
k5S62lVAuy8,377.44,3.92,what made this season for me is the
k5S62lVAuy8,379.039,4.481,drama and the mystery surrounding siri
k5S62lVAuy8,381.36,4.64,her relationship with geralt is powerful
k5S62lVAuy8,383.52,4.239,and very engaging and also relatable in
k5S62lVAuy8,386.0,3.919,certain aspects the growth they both
k5S62lVAuy8,387.759,3.681,exhibit is hard not to be invested in
k5S62lVAuy8,389.919,3.921,and then make them characters that you
k5S62lVAuy8,391.44,4.08,want to see succeed even when it looks
k5S62lVAuy8,393.84,4.079,like things may not be headed in the
k5S62lVAuy8,395.52,4.399,most positive of directions i'm so glad
k5S62lVAuy8,397.919,4.161,we get to see more of geralt and him in
k5S62lVAuy8,399.919,4.56,his element with the other witchers too
k5S62lVAuy8,402.08,4.8,that camaraderie is humorous but then
k5S62lVAuy8,404.479,4.56,also it works to feed into his dynamic
k5S62lVAuy8,406.88,4.24,with siri and their progression and for
k5S62lVAuy8,409.039,4.321,me watching him drink the potion and be
k5S62lVAuy8,411.12,4.4,able to see the transformation in his
k5S62lVAuy8,413.36,4.32,face and his eyes and that's a great
k5S62lVAuy8,415.52,4.32,effect and i loved it because then i
k5S62lVAuy8,417.68,3.76,knew something awesome was just about to
k5S62lVAuy8,419.84,3.199,happen i'm excited to see how this
k5S62lVAuy8,421.44,4.08,season wraps up and it feels like we're
k5S62lVAuy8,423.039,5.121,headed to an awesome climax just full of
k5S62lVAuy8,425.52,4.399,peril and probably a massive battle the
k5S62lVAuy8,428.16,3.52,world feels on the brink of something
k5S62lVAuy8,429.919,4.081,huge like it's reaching this breaking
k5S62lVAuy8,431.68,4.959,point and when that time comes it'll be
k5S62lVAuy8,434.0,5.039,explosive and exciting there's sex
k5S62lVAuy8,436.639,4.161,nudity a ton of profanity and a massive
k5S62lVAuy8,439.039,3.6,amount of violence now i'm not going to
k5S62lVAuy8,440.8,3.44,give a firm score on this season because
k5S62lVAuy8,442.639,3.28,there are two episodes left that i
k5S62lVAuy8,444.24,3.04,haven't seen and while i don't think
k5S62lVAuy8,445.919,3.441,it's going to fall off the rails and
k5S62lVAuy8,447.28,4.639,just have the show jump the shark it is
k5S62lVAuy8,449.36,4.8,a possibility but that being said
k5S62lVAuy8,451.919,4.72,preliminarily i give season 2 of the
k5S62lVAuy8,454.16,4.319,witcher 4 out of 5 couches so are you a
k5S62lVAuy8,456.639,3.521,fan of the games or the books what do
k5S62lVAuy8,458.479,3.12,you love most about the world that's
k5S62lVAuy8,460.16,3.28,been created i'd love to hear your
k5S62lVAuy8,461.599,3.361,thoughts in the comments below if you
k5S62lVAuy8,463.44,3.36,enjoyed this review please give it a
k5S62lVAuy8,464.96,4.48,like also don't forget to share and
k5S62lVAuy8,466.8,6.48,subscribe i'm chris this is movies and
k5S62lVAuy8,469.44,3.84,munchies thanks for couching with me
